kernel,N,nnz,sparsity,op_intensity_cpu,mem_mb,cpu_time_s,cpu_energy_j,gflops_cpu,bw_gbps_cpu,CPU_Cores,CPU_Freq,op_intensity_gpu,gpu_sm_count,gpu_freq_ghz,gpu_mem_gb,gpu_mem_bw_gbps,gpu_time_s,gpu_energy_j,gflops_gpu,bw_gbps_gpu,speedup,ilp_label,ilp_obj
SpMV,15000,15000,1e-05,0.0624995,0.48,9.065774e-06,0.000667418,3.3091,52.9468,8,3.2,0.11407033,24,1.112,24.0468,288.384,6.8771225e-05,0.010623585,9.5970425,68.73525,0.13182511,0,287.04329
SpMV,60000,60000,1e-05,0.0624999,1.92,2.937874e-05,0.00267088,4.0846,65.3535,8,3.2,0.13032547,24,1.112,24.0468,288.384,0.0010056245,0.15598552,14.561618,106.5183,0.029214425,0,287.04329
SpMV,75000,75000,1e-05,0.0624999,2.4,3.608606e-05,0.00311766,4.1567,66.5078,8,3.2,0.13205097,24,1.112,24.0468,288.384,0.0016545889,0.24048425,15.442243,114.4165,0.021809683,0,287.04329
SpMV,100000,100000,1e-05,0.0624999,3.2,4.69989e-05,0.0032324,4.2554,68.0868,8,3.2,1.145228,24,1.112,24.0468,288.384,0.0021642772,0.37476802,29.465082,104.07284,0.021715748,0,287.04329
SpMV,125000,156250,1e-05,0.0714285,4.375,8.040638e-05,0.00625486,3.8865,54.4112,8,3.2,0.13735163,24,1.112,24.0468,288.384,0.0045384564,0.77404585,17.836535,129.11975,0.01771668,0,287.04329
SpMV,150000,225000,1e-05,0.0789473,5.7,9.43108e-05,0.00778074,4.7715,60.4385,8,3.2,0.14006608,24,1.112,24.0468,288.384,0.0065657149,1.1015155,18.182405,127.472,0.014364133,0,287.04329
SpMV,200000,400000,1e-05,0.090909,8.8,0.00012912852,0.00978512,6.1954,68.1492,8,3.2,1.2159124,24,1.112,24.0468,288.384,0.010393967,1.6773151,33.65654,109.00374,0.012423411,0,287.04329
SpMV,250000,625000,1e-05,0.1,12.5,0.00027475682,0.0178784,4.5495,45.4948,8,3.2,0.14709225,24,1.112,24.0468,288.384,0.019290446,3.1666282,19.892,135.832,0.014243155,0,287.04329
SpMV,300000,900000,1e-05,0.107143,16.8,0.0004138165,0.0271667,4.3498,40.5977,8,3.2,0.1493395,24,1.112,24.0468,288.384,0.028521241,4.6067009,19.666825,132.8695,0.014509064,0,287.04329
SpMV,400000,1600000,1e-05,0.117647,27.2,0.00074707496,0.0483983,4.2834,36.4087,8,3.2,1.5647805,24,1.112,24.0468,288.384,0.003957745,0.68718195,41.52065,113.05837,0.18876278,0,287.04329
SpMV,500000,2500000,1e-05,0.125,40,0.0014106929,0.0846653,3.5444,28.3549,8,3.2,0.150801,24,1.112,24.0468,288.384,0.0075498303,1.306483,22.117967,147.13267,0.18685095,0,287.04329
SpMV,1000000,10000000,1e-05,0.142857,140,0.004346068,0.335208,4.6019,32.213,8,3.2,0.15772667,24,1.112,24.0468,288.384,0.035582853,5.9811337,22.355167,142.32033,0.12213939,0,287.04329
SpMV,2000000,40000000,1e-05,0.153846,520,0.015866489,1.28739,5.0421,32.7735,8,3.2,0.1595675,24,1.112,24.0468,288.384,0.01774859,3.1313435,23.9684,150.1715,0.89395774,0,287.04329
SpMV,5000000,250000000,1e-05,0.16129,3100,0.093113421,7.52364,5.3698,33.2927,8,3.2,0.16129,24,1.112,24.0468,288.384,0.022162,3.75052,22.5611,139.879,4.20149,0,287.04329
SpMV,10000000,1000000000,1e-05,0.163934,12200,0.36623602,29.8292,5.461,33.3119,8,3.2,0.163934,24,1.112,24.0468,288.384,0.0806244,14.0544,24.8064,151.319,4.542496,0,287.04329
FFT,16384,0,0,4.37473,0.2622,3.4340339e-05,0.00242388,33.3975,7.6342,8,3.2,684.85236,24,1.112,24.0468,288.384,22.464973,2808.4968,110.55435,2.9672695,1.528617e-06,0,287.04329
FFT,24000,0,0,4.54692,0.384,6.646303e-05,0.00465513,26.2716,5.7779,8,3.2,4.54692,24,1.112,24.0468,288.384,4.41078e-05,0.00392824,39.5868,8.7063,1.5068317,1,287.04329
FFT,32768,0,0,4.68736,0.5243,5.450785e-05,0.0040222,45.0871,9.6189,8,3.2,4.68736,24,1.112,24.0468,288.384,5.31416e-05,0.00544762,46.2462,9.86616,1.0257096,0,287.04329
FFT,48000,0,0,4.85951,0.768,9.769711e-05,0.00797239,38.2015,7.8612,8,3.2,4.85951,24,1.112,24.0468,288.384,5.86713e-05,0.00645158,63.6117,13.0902,1.6651601,0,287.04329
FFT,65536,0,0,4.99992,1.0486,9.750655e-05,0.00823851,53.7695,10.7541,8,3.2,4.99992,24,1.112,24.0468,288.384,5.54251e-05,0.00588468,94.5939,18.9191,1.759249,1,287.04329
FFT,100000,0,0,5.19046,1.6,0.00019438585,0.0154834,42.7234,8.2311,8,3.2,1.145228,24,1.112,24.0468,288.384,0.0021642772,0.37476802,29.465082,104.07284,0.089815596,0,287.04329
FFT,131072,0,0,5.31246,2.0972,0.00018433658,0.015371,60.439,11.3768,8,3.2,5.31246,24,1.112,24.0468,288.384,9.75757e-05,0.0107697,114.179,21.4927,1.8891648,1,287.04329
FFT,200000,0,0,5.50299,3.2,0.00036894923,0.0305974,47.7292,8.6733,8,3.2,1.2159124,24,1.112,24.0468,288.384,0.010393967,1.6773151,33.65654,109.00374,0.035496479,0,287.04329
FFT,262144,0,0,5.62498,4.1943,0.00035945502,0.0311681,65.6354,11.6686,8,3.2,5.62498,24,1.112,24.0468,288.384,0.000192364,0.0231379,122.648,21.8041,1.868619,0,287.04329
FFT,400000,0,0,5.8155,6.4,0.00077332219,0.0642522,48.1291,8.276,8,3.2,1.5647805,24,1.112,24.0468,288.384,0.003957745,0.68718195,41.52065,113.05837,0.19539465,0,287.04329
FFT,524288,0,0,5.93749,8.3886,0.00074463164,0.0649632,66.8886,11.2655,8,3.2,5.93749,24,1.112,24.0468,288.384,0.00038999,0.0486417,127.714,21.5098,1.9093609,1,287.04329
FFT,800000,0,0,6.128,12.8,0.0015146141,0.127246,51.7878,8.451,8,3.2,6.128,24,1.112,24.0468,288.384,0.000723228,0.0924569,108.456,17.6985,2.0942416,0,287.04329
