Kernel,N,nnz,Sparsity,op_intensity_cpu,Memoria_MB,Tiempo_CPU_s,Energia_CPU_J,GFLOPS_CPU,BW_Medido_GBps,CPU_Cores,CPU_Freq,op_intensity_gpu,gpu_sm_count,gpu_freq_ghz,gpu_mem_gb,gpu_mem_bw_gbps,gpu_time_s,gpu_energy_j,gflops_GPU,BW_GPU,speedup
FFT,100000,0,0.0,5.19046,1.6,0.000128553503,0.0367694,64.6021,12.4463,16,2.27,1.14522798,24.0,1.112,24.0468,288.384,0.00216427724,0.37476802,29.465081999999995,104.07284,0.0593978907249424
FFT,131072,0,0.0,5.31246,2.0972,0.000112042138,0.035086,99.4369,18.7177,16,2.27,5.31246,24.0,1.112,24.0468,288.384,9.75757e-05,0.0107697,114.179,21.4927,1.1482586135687471
FFT,200000,0,0.0,5.50299,3.2,0.000224962453,0.0799772,78.2781,14.2247,16,2.27,1.2159124,24.0,1.112,24.0468,288.384,0.01039396684,1.6773150600000002,33.65654,109.00374,0.0216435607754931
FFT,262144,0,0.0,5.62498,4.1943,0.000204522192,0.0777897,115.3565,20.5079,16,2.27,5.62498,24.0,1.112,24.0468,288.384,0.000192364,0.0231379,122.648,21.8041,1.0632040922417916
FFT,400000,0,0.0,5.8155,6.4,0.000437103563,0.151417,85.1498,14.6419,16,2.27,1.5647805,24.0,1.112,24.0468,288.384,0.003957745,0.6871819499999999,41.52065,113.058375,0.1104425785390418
FFT,524288,0,0.0,5.93749,8.3886,0.000416634131,0.135857,119.547,20.1343,16,2.27,5.93749,24.0,1.112,24.0468,288.384,0.00038999,0.0486417,127.714,21.5098,1.06832003641119
FFT,800000,0,0.0,6.128,12.8,0.000842839788,0.26548,93.0646,15.1868,16,2.27,6.128,24.0,1.112,24.0468,288.384,0.000723228,0.0924569,108.456,17.6985,1.165386002754318
FFT,1048576,0,0.0,6.24999,16.7772,0.000889386328,0.287762,117.8988,18.8638,16,2.27,6.24999,24.0,1.112,24.0468,288.384,0.000768862,0.101658,136.38,21.8209,1.1567567755982218
FFT,1600000,0,0.0,6.44051,25.6,0.00219566443,0.739356,75.0921,11.6593,16,2.27,6.44051,24.0,1.112,24.0468,288.384,0.00134152,0.193013,122.903,19.0828,1.6366989906971197
FFT,2097152,0,0.0,6.5625,33.5544,0.00542489286,1.90866,40.5908,6.1853,16,2.27,6.5625,24.0,1.112,24.0468,288.384,0.00147009,0.202281,149.787,22.8248,3.690177376895292
FFT,3000000,0,0.0,6.72391,48.0,0.008356062,2.89057,38.6244,5.7443,16,2.27,6.72391,24.0,1.112,24.0468,288.384,0.00294057,0.417231,109.757,16.3233,2.8416470276170944
FFT,3200000,0,0.0,6.75301,51.2,0.00885191844,2.79946,39.0598,5.7841,16,2.27,6.75301,24.0,1.112,24.0468,288.384,0.00288088,0.392353,120.017,17.7723,3.072643928244148
FFT,4194304,0,0.0,6.875,67.1089,0.0201416741,5.8191,22.9064,3.3318,16,2.27,6.875,24.0,1.112,24.0468,288.384,0.00292522,0.396656,157.723,22.9415,6.885524541743869
FFT,6000000,0,0.0,7.03641,96.0,0.0188448475,5.93411,35.8451,5.0942,16,2.27,7.03641,24.0,1.112,24.0468,288.384,0.00581424,0.803513,116.18,16.5112,3.241154045928617
FFT,6400000,0,0.0,7.06551,102.4,0.0204702801,7.81866,35.3443,5.0024,16,2.27,7.06551,24.0,1.112,24.0468,288.384,0.00541899,0.772385,133.513,18.8965,3.777508373331561
FFT,8388608,0,0.0,7.1875,134.2177,0.0484308912,18.846,19.9189,2.7713,16,2.27,7.1875,24.0,1.112,24.0468,288.384,0.00567426,0.796491,170.012,23.6538,8.535190703281131
FFT,12000000,0,0.0,7.34892,192.0,0.0396317126,12.2157,35.6026,4.8446,16,2.27,7.34892,24.0,1.112,24.0468,288.384,0.0117434,1.63836,120.152,16.3497,3.3748073471056084
FFT,12800000,0,0.0,7.37801,204.8,0.0449124132,13.3472,33.6436,4.56,16,2.27,7.37801,24.0,1.112,24.0468,288.384,0.0107729,1.52701,140.261,19.0106,4.169017924607116
FFT,16777216,0,0.0,7.5,268.4355,0.108047635,40.9245,18.6331,2.4844,16,2.27,7.5,24.0,1.112,24.0468,288.384,0.0109682,1.54302,183.556,24.4741,9.8509905909812
FFT,25000000,0,0.0,7.67982,400.0,0.0800447304,22.1345,38.3776,4.9972,16,2.27,7.67982,24.0,1.112,24.0468,288.384,0.0240498,3.36435,127.732,16.6321,3.32829089638999
FFT,33554432,0,0.0,7.8125,536.8709,0.213746989,61.4692,19.6228,2.5117,16,2.27,7.8125,24.0,1.112,24.0468,288.384,0.0214439,3.06443,195.594,25.036,9.96772923768531
FFT,50000000,0,0.0,7.99232,800.0,0.16424964,62.789,38.9277,4.8706,16,2.27,7.99232,24.0,1.112,24.0468,288.384,0.0488895,6.8855,130.782,16.3634,3.359609732151075
FFT,67108864,0,0.0,8.125,1073.7418,0.421547872,140.551,20.6955,2.5471,16,2.27,8.125,24.0,1.112,24.0468,288.384,0.049234,7.11625,177.198,21.809,8.562129260267294
GEMM,1024,0,0.0,85.3333,25.1658,0.00452612836,1.6984,474.4637,5.5601,32,2.27,85.3333,24.0,1.112,24.0468,288.384,0.0144698,1.76946,148.411,1.73919,0.3127982667348546
GEMM,1152,0,0.0,96.0,31.8505,0.00635238935,2.42297,481.3382,5.0139,32,2.27,96.0,24.0,1.112,24.0468,288.384,0.0188809,2.16274,161.944,1.68691,0.3364452621432241
GEMM,1280,0,0.0,106.667,39.3216,0.00866412621,3.82255,484.1001,4.5384,32,2.27,106.667,24.0,1.112,24.0468,288.384,0.0253834,3.29951,165.238,1.5491,0.3413304053042539
GEMM,1408,0,0.0,117.333,47.5791,0.0169477275,6.89383,329.4022,2.8074,32,2.27,117.333,24.0,1.112,24.0468,288.384,0.0321002,3.41919,173.912,1.48221,0.5279632992940854
GEMM,1536,0,0.0,128.0,56.6231,0.0206909375,8.12589,350.2866,2.7366,32,2.27,128.0,24.0,1.112,24.0468,288.384,0.0375119,4.58638,193.212,1.50947,0.5515832975669054
GEMM,1664,0,0.0,138.667,66.4535,0.0206523082,8.13272,446.1916,3.2177,32,2.27,138.667,24.0,1.112,24.0468,288.384,0.049558,5.61634,185.941,1.34092,0.4167300577101578
GEMM,1792,0,0.0,149.333,77.0703,0.0268674918,9.53671,428.3679,2.8685,32,2.27,149.333,24.0,1.112,24.0468,288.384,0.0640162,7.05879,179.785,1.20392,0.4196983232369307
GEMM,1920,0,0.0,160.0,88.4736,0.0369891836,12.5343,382.7004,2.3919,32,2.27,160.0,24.0,1.112,24.0468,288.384,0.0765134,8.50078,185.011,1.15632,0.4834340599163023
GEMM,2048,0,0.0,170.667,100.6633,0.0347932322,15.6848,493.7704,2.8932,32,2.27,170.667,24.0,1.112,24.0468,288.384,0.0901351,11.0393,190.601,1.11681,0.3860120219537117
GEMM,2304,0,0.0,192.0,127.402,0.0498239776,20.5531,490.952,2.557,32,2.27,192.0,24.0,1.112,24.0468,288.384,0.128224,14.8497,190.769,0.993589,0.3885698278013476
GEMM,2560,0,0.0,213.333,157.2864,0.069247398,25.0289,484.5587,2.2714,32,2.27,213.333,24.0,1.112,24.0468,288.384,0.173144,20.292,193.795,0.908416,0.3999410779466802
GEMM,2816,0,0.0,234.667,190.3165,0.0905752798,41.1942,493.081,2.1012,32,2.27,234.667,24.0,1.112,24.0468,288.384,0.233568,26.5436,191.211,0.814821,0.38778976486505
GEMM,3072,0,0.0,256.0,226.4924,0.126711729,55.7084,457.5903,1.7875,32,2.27,256.0,24.0,1.112,24.0468,288.384,0.298694,34.1896,194.118,0.758275,0.4242191975734363
GEMM,3328,0,0.0,277.333,265.814,0.150643725,58.7115,489.3605,1.7645,32,2.27,277.333,24.0,1.112,24.0468,288.384,0.381412,43.7098,193.279,0.69692,0.3949632549578933
GEMM,3584,0,0.0,298.667,308.2813,0.186302556,72.5709,494.2142,1.6547,32,2.27,298.667,24.0,1.112,24.0468,288.384,0.470553,54.3094,195.67,0.655147,0.3959225762028932
GEMM,3840,0,0.0,320.0,353.8944,0.230078238,96.3088,492.2074,1.5381,32,2.27,320.0,24.0,1.112,24.0468,288.384,0.580408,67.3866,195.115,0.609734,0.3964077648826342
GEMM,4096,0,0.0,341.333,402.6532,0.322127556,126.684,426.66,1.25,32,2.27,341.333,24.0,1.112,24.0468,288.384,0.700908,81.7401,196.087,0.574473,0.4595860740639285
GEMM,4608,0,0.0,384.0,509.6079,0.422605102,160.375,463.0551,1.2059,32,2.27,384.0,24.0,1.112,24.0468,288.384,1.00557,116.971,194.606,0.506787,0.4202642302375767
GEMM,5120,0,0.0,426.667,629.1456,0.574348791,218.53,467.3736,1.0954,32,2.27,426.667,24.0,1.112,24.0468,288.384,1.37172,159.886,195.692,0.458654,0.4187070181961333
GEMM,5632,0,0.0,469.333,761.2662,0.762967175,299.311,468.287,0.9978,32,2.27,469.333,24.0,1.112,24.0468,288.384,1.82764,214.703,195.491,0.41653,0.4174603176774419
GEMM,6144,0,0.0,512.0,905.9697,1.05625297,409.222,439.1528,0.8577,32,2.27,512.0,24.0,1.112,24.0468,288.384,2.37266,280.021,195.5,0.381836,0.4451767088415533
GEMM,6656,0,0.0,554.667,1063.2561,1.24968109,493.108,471.9226,0.8508,32,2.27,554.667,24.0,1.112,24.0468,288.384,3.02115,359.659,195.208,0.351937,0.4136441719212882
GEMM,7168,0,0.0,597.333,1233.1254,1.57533992,613.548,467.5733,0.7828,32,2.27,597.333,24.0,1.112,24.0468,288.384,3.76794,451.996,195.488,0.327268,0.4180905003795177
GEMM,7680,0,0.0,640.0,1415.5776,1.90383784,525.955,475.8649,0.7435,32,2.27,640.0,24.0,1.112,24.0468,288.384,4.62937,561.105,195.701,0.305782,0.4112520364542044
GEMM,8192,0,0.0,682.667,1610.6127,2.62154459,735.967,419.4137,0.6144,32,2.27,682.667,24.0,1.112,24.0468,288.384,5.62099,688.752,195.608,0.286536,0.4663848521345884
GEMM,9216,0,0.0,768.0,2038.4317,3.35092003,922.798,467.1898,0.6083,32,2.27,768.0,24.0,1.112,24.0468,288.384,8.00662,989.779,195.528,0.254593,0.4185186795426784
GEMM,10240,0,0.0,853.333,2516.5824,4.75993539,1314.44,451.1582,0.5287,32,2.27,853.333,24.0,1.112,24.0468,288.384,10.9842,1362.22,195.506,0.229108,0.4333438384224614
GEMM,11264,0,0.0,938.667,3045.0647,6.04642917,1661.89,472.7254,0.5036,32,2.27,938.667,24.0,1.112,24.0468,288.384,14.6038,1806.56,195.722,0.208511,0.4140312226954628
GEMM,12288,0,0.0,1024.0,3623.8787,8.55397953,2370.44,433.8158,0.4236,32,2.27,1024.0,24.0,1.112,24.0468,288.384,18.9585,2340.26,195.736,0.191148,0.4511949537146926
GEMM,13312,0,0.0,1109.33,4253.0243,9.98792165,2748.06,472.3727,0.4258,32,2.27,1109.33,24.0,1.112,24.0468,288.384,24.1059,2994.91,195.721,0.176431,0.4143351482417168
GEMM,14336,0,0.0,1194.67,4932.5015,13.0973897,4209.98,449.9137,0.3766,32,2.27,1194.67,24.0,1.112,24.0468,288.384,30.093,3736.03,195.816,0.163909,0.4352304422955504
GEMM,15360,0,0.0,1280.0,5662.3104,15.3277354,4224.59,472.8525,0.3694,32,2.27,1280.0,24.0,1.112,24.0468,288.384,37.0134,4618.08,195.814,0.15298,0.4141131428077399
GEMM,16384,0,0.0,1365.33,6442.4509,21.8191027,6588.2,403.1372,0.2953,32,2.27,684.852365,24.0,1.112,24.0468,288.384,22.46497263455,2808.49680271,110.55435,2.9672695,0.9712499122497622
SpMV,1000,10000,0.01,0.142853,0.14,9.001958e-06,0.0022319,2.2217,15.5526,32,2.27,0.0825824,24.0,1.112,24.0468,288.384,1.331585e-05,0.0016288625,0.4794285,4.3792,0.6760332986628717
SpMV,2000,40000,0.01,0.153845,0.52,9.2306625e-06,0.00232495,8.6668,56.3344,32,2.27,0.09243555,24.0,1.112,24.0468,288.384,1.492145e-05,0.0016888375,1.646911,12.5655075,0.6186169909760781
SpMV,5000,250000,0.01,0.16129,3.1,1.58900815e-05,0.00457103,31.4662,195.0905,32,2.27,0.10282145,24.0,1.112,24.0468,288.384,2.34829e-05,0.00255208,3.85709825,28.3874625,0.6766660633908079
SpMV,10000,1000000,0.01,0.163934,12.2,4.3513555e-05,0.013707,45.9627,280.3725,32,2.27,0.10794735,24.0,1.112,24.0468,288.384,4.10326e-05,0.0056353775,7.392127500000001,52.8825,1.0604630220848787
SpMV,12500,1562500,0.01,0.164474,19.0,6.5926478e-05,0.0210198,47.4013,288.1999,32,2.27,0.111365075,24.0,1.112,24.0468,288.384,5.37083e-05,0.0078031375,8.60267,61.5024,1.227491430561012
SpMV,15000,2250000,0.01,0.164835,27.3,9.15389047e-05,0.0293874,49.1594,298.2339,32,2.27,0.114070325,24.0,1.112,24.0468,288.384,6.877122499999999e-05,0.010623585,9.5970425,68.73525,1.3310640416831314
SpMV,60000,36000000,0.01,0.166205,433.2,0.0117802614,3.03418,6.1119,36.7734,32,2.27,0.130325475,24.0,1.112,24.0468,288.384,0.00100562445,0.1559855249999999,14.5616175,106.5183,11.714374486419857
SpMV,75000,56250000,0.01,0.166297,676.5,0.0183996594,4.74771,6.1142,36.767,32,2.27,0.132050975,24.0,1.112,24.0468,288.384,0.00165458895,0.2404842525,15.4422425,114.4165,11.120380926029998
SpMV,100000,100000000,0.01,0.166389,1202.0,0.0326542261,8.51368,6.1248,36.8099,32,2.27,1.14522798,24.0,1.112,24.0468,288.384,0.00216427724,0.37476802,29.465081999999995,104.07284,15.087820310858143
SpMV,125000,156250000,0.01,0.166445,1877.5,0.0510393584,13.6133,6.1227,36.7853,32,2.27,0.137351625,24.0,1.112,24.0468,288.384,0.004538456375,0.7740458499999999,17.836535,129.11974999999998,11.245973120100771
SpMV,150000,225000000,0.01,0.166482,2703.0,0.0733691757,19.7438,6.1334,36.8411,32,2.27,0.140066075,24.0,1.112,24.0468,288.384,0.0065657149,1.1015155,18.182405,127.472,11.174590553726295
SpMV,200000,400000000,0.01,0.166528,4804.0,0.1304106,34.8045,6.1345,36.8375,32,2.27,1.2159124,24.0,1.112,24.0468,288.384,0.01039396684,1.6773150600000002,33.65654,109.00374,12.546759289064653
SpMV,250000,625000000,0.01,0.166556,7505.0,0.203098174,53.7341,6.1547,36.9526,32,2.27,0.14709225,24.0,1.112,24.0468,288.384,0.0192904462,3.16662815,19.892,135.832,10.52843318886009
SpMV,300000,900000000,0.01,0.166574,10806.0,0.293607983,77.2297,6.1306,36.8042,32,2.27,0.1493395,24.0,1.112,24.0468,288.384,0.028521241,4.60670085,19.666825,132.86950000000002,10.294362121199423
SpMV,1000,1000,0.001,0.0624922,0.032,9.5501335e-06,0.00214651,0.2094,3.3512,32,2.27,0.0825824,24.0,1.112,24.0468,288.384,1.331585e-05,0.0016288625,0.4794285,4.3792,0.7172004415790205
SpMV,2000,4000,0.001,0.090905,0.088,9.3740465e-06,0.00213018,0.8534,9.388,32,2.27,0.09243555,24.0,1.112,24.0468,288.384,1.492145e-05,0.0016888375,1.646911,12.5655075,0.6282262447684374
SpMV,5000,25000,0.001,0.124999,0.4,9.4925465e-06,0.0023793,5.2673,42.1387,32,2.27,0.10282145,24.0,1.112,24.0468,288.384,2.34829e-05,0.00255208,3.85709825,28.3874625,0.404232292434069
SpMV,10000,100000,0.001,0.142857,1.4,1.23485395e-05,0.00340835,16.1962,113.3741,32,2.27,0.10794735,24.0,1.112,24.0468,288.384,4.10326e-05,0.0056353775,7.392127500000001,52.8825,0.3009446025842866
SpMV,12500,156250,0.001,0.147059,2.125,1.5780673e-05,0.00443193,19.8027,134.6586,32,2.27,0.111365075,24.0,1.112,24.0468,288.384,5.37083e-05,0.0078031375,8.60267,61.5024,0.293821867383626
SpMV,15000,225000,0.001,0.15,3.0,1.93821085e-05,0.00554518,23.2173,154.7821,32,2.27,0.114070325,24.0,1.112,24.0468,288.384,6.877122499999999e-05,0.010623585,9.5970425,68.73525,0.2818345681642286
SpMV,60000,3600000,0.001,0.162162,44.4,0.000200427941,0.0615414,35.9231,221.526,32,2.27,0.130325475,24.0,1.112,24.0468,288.384,0.00100562445,0.1559855249999999,14.5616175,106.5183,0.1993069490305252
SpMV,75000,5625000,0.001,0.163043,69.0,0.00157278427,0.40393,7.1529,43.8712,32,2.27,0.132050975,24.0,1.112,24.0468,288.384,0.00165458895,0.2404842525,15.4422425,114.4165,0.9505589107191852
SpMV,100000,10000000,0.001,0.163934,122.0,0.00335104907,0.854226,5.9683,36.4065,32,2.27,1.14522798,24.0,1.112,24.0468,288.384,0.00216427724,0.37476802,29.465081999999995,104.07284,1.5483455668553814
SpMV,125000,15625000,0.001,0.164474,190.0,0.00520424005,1.32719,6.0047,36.5087,32,2.27,0.137351625,24.0,1.112,24.0468,288.384,0.004538456375,0.7740458499999999,17.836535,129.11974999999998,1.1466982647817123
SpMV,150000,22500000,0.001,0.164835,273.0,0.00746206808,1.90555,6.0305,36.585,32,2.27,0.140066075,24.0,1.112,24.0468,288.384,0.0065657149,1.1015155,18.182405,127.472,1.136520271387355
SpMV,200000,40000000,0.001,0.165289,484.0,0.0131568591,3.33743,6.0805,36.7869,32,2.27,1.2159124,24.0,1.112,24.0468,288.384,0.01039396684,1.6773150600000002,33.65654,109.00374,1.2658169207705494
SpMV,250000,62500000,0.001,0.165563,755.0,0.0205234416,5.25304,6.0906,36.7872,32,2.27,0.14709225,24.0,1.112,24.0468,288.384,0.0192904462,3.16662815,19.892,135.832,1.0639174121332664
SpMV,300000,90000000,0.001,0.165746,1086.0,0.029501114,7.64703,6.1015,36.8122,32,2.27,0.1493395,24.0,1.112,24.0468,288.384,0.028521241,4.60670085,19.666825,132.86950000000002,1.034355903377416
SpMV,400000,160000000,0.001,0.165975,1928.0,0.0524096813,13.8714,6.1057,36.7871,32,2.27,1.5647805,24.0,1.112,24.0468,288.384,0.003957745,0.6871819499999999,41.52065,113.058375,13.2423087642079
SpMV,500000,250000000,0.001,0.166113,3010.0,0.0818148666,21.8381,6.1114,36.7904,32,2.27,0.150801,24.0,1.112,24.0468,288.384,0.0075498303333333,1.306483,22.117966666666664,147.1326666666667,10.836649697779078
SpMV,1000000,1000000000,0.001,0.166389,12020.0,0.325124085,86.6184,6.1515,36.9705,32,2.27,0.1577266666666666,24.0,1.112,24.0468,288.384,0.0355828526666666,5.981133666666666,22.355166666666666,142.32033333333334,9.137100053379644
SpMV,1000,1000,0.0001,0.0624922,0.032,8.281715e-06,0.00205825,0.2415,3.8644,32,2.27,0.0825824,24.0,1.112,24.0468,288.384,1.331585e-05,0.0016288625,0.4794285,4.3792,0.6219441492657246
SpMV,2000,2000,0.0001,0.0624961,0.064,9.062004e-06,0.0020325,0.4414,7.0629,32,2.27,0.09243555,24.0,1.112,24.0468,288.384,1.492145e-05,0.0016888375,1.646911,12.5655075,0.6073139004587356
SpMV,5000,5000,0.0001,0.0624984,0.16,8.4720725e-06,0.00210632,1.1803,18.8861,32,2.27,0.10282145,24.0,1.112,24.0468,288.384,2.34829e-05,0.00255208,3.85709825,28.3874625,0.360776245693675
SpMV,10000,10000,0.0001,0.0624992,0.32,9.135598e-06,0.00229873,2.1892,35.0282,32,2.27,0.10794735,24.0,1.112,24.0468,288.384,4.10326e-05,0.0056353775,7.392127500000001,52.8825,0.2226424355268737
SpMV,12500,15625,0.0001,0.0714279,0.4375,9.3156205e-06,0.00234301,3.3546,46.9646,32,2.27,0.111365075,24.0,1.112,24.0468,288.384,5.37083e-05,0.0078031375,8.60267,61.5024,0.1734484334823481
SpMV,15000,22500,0.0001,0.0789468,0.57,9.5472215e-06,0.00242394,4.7134,59.7037,32,2.27,0.114070325,24.0,1.112,24.0468,288.384,6.877122499999999e-05,0.010623585,9.5970425,68.73525,0.1388258170477551
SpMV,60000,360000,0.0001,0.130435,5.52,3.08805865e-05,0.00889744,23.3156,178.7532,32,2.27,0.130325475,24.0,1.112,24.0468,288.384,0.00100562445,0.1559855249999999,14.5616175,106.5183,0.0307078716115146
SpMV,75000,562500,0.0001,0.136364,8.25,4.93957405e-05,0.0141727,22.7752,167.0185,32,2.27,0.132050975,24.0,1.112,24.0468,288.384,0.00165458895,0.2404842525,15.4422425,114.4165,0.0298537836240233
SpMV,100000,1000000,0.0001,0.142857,14.0,5.931264e-05,0.0186742,33.7196,236.0374,32,2.27,1.14522798,24.0,1.112,24.0468,288.384,0.00216427724,0.37476802,29.465081999999995,104.07284,0.0274052875037395
SpMV,125000,1562500,0.0001,0.147059,21.25,9.90842517e-05,0.0293605,31.5388,214.464,32,2.27,0.137351625,24.0,1.112,24.0468,288.384,0.004538456375,0.7740458499999999,17.836535,129.11974999999998,0.0218321480946261
SpMV,150000,2250000,0.0001,0.15,30.0,0.000142634212,0.0421195,31.5492,210.3282,32,2.27,0.140066075,24.0,1.112,24.0468,288.384,0.0065657149,1.1015155,18.182405,127.472,0.0217240946602783
SpMV,200000,4000000,0.0001,0.153846,52.0,0.000432275823,0.118047,18.5067,120.2936,32,2.27,1.2159124,24.0,1.112,24.0468,288.384,0.01039396684,1.6773150600000002,33.65654,109.00374,0.0415891093029502
SpMV,250000,6250000,0.0001,0.15625,80.0,0.00210068135,0.540723,5.9505,38.0829,32,2.27,0.14709225,24.0,1.112,24.0468,288.384,0.0192904462,3.16662815,19.892,135.832,0.1088974992190694
SpMV,300000,9000000,0.0001,0.157895,114.0,0.00316574802,0.842066,5.6859,36.0104,32,2.27,0.1493395,24.0,1.112,24.0468,288.384,0.028521241,4.60670085,19.666825,132.86950000000002,0.1109961526568917
SpMV,400000,16000000,0.0001,0.16,200.0,0.00551859294,1.40852,5.7986,36.2411,32,2.27,1.5647805,24.0,1.112,24.0468,288.384,0.003957745,0.6871819499999999,41.52065,113.058375,1.3943780966181498
SpMV,500000,25000000,0.0001,0.16129,310.0,0.00851332404,2.17383,5.8731,36.4135,32,2.27,0.150801,24.0,1.112,24.0468,288.384,0.0075498303333333,1.306483,22.117966666666664,147.1326666666667,1.1276179283675736
SpMV,1000000,100000000,0.0001,0.163934,1220.0,0.0332363767,8.7724,6.0175,36.7068,32,2.27,0.1577266666666666,24.0,1.112,24.0468,288.384,0.0355828526666666,5.981133666666666,22.355166666666666,142.32033333333334,0.9340559907141792
SpMV,2000000,400000000,0.0001,0.165289,4840.0,0.131413243,34.7463,6.0877,36.8304,32,2.27,0.1595675,24.0,1.112,24.0468,288.384,0.01774859,3.1313435000000003,23.968400000000003,150.17149999999998,7.404151146654467
SpMV,1000,1000,1e-05,0.0624922,0.032,7.853402e-06,0.00195266,0.2547,4.0752,32,2.27,0.0825824,24.0,1.112,24.0468,288.384,1.331585e-05,0.0016288625,0.4794285,4.3792,0.5897784970542624
SpMV,2000,2000,1e-05,0.0624961,0.064,7.9030005e-06,0.00190655,0.5061,8.0987,32,2.27,0.09243555,24.0,1.112,24.0468,288.384,1.492145e-05,0.0016888375,1.646911,12.5655075,0.5296402494395652
SpMV,5000,5000,1e-05,0.0624984,0.16,8.261142e-06,0.00206866,1.2105,19.3683,32,2.27,0.10282145,24.0,1.112,24.0468,288.384,2.34829e-05,0.00255208,3.85709825,28.3874625,0.3517939436781658
SpMV,10000,10000,1e-05,0.0624992,0.32,8.768074e-06,0.00215985,2.281,36.4965,32,2.27,0.10794735,24.0,1.112,24.0468,288.384,4.10326e-05,0.0056353775,7.392127500000001,52.8825,0.2136855573373366
SpMV,12500,12500,1e-05,0.0624994,0.4,8.7907755e-06,0.00220254,2.8439,45.5027,32,2.27,0.111365075,24.0,1.112,24.0468,288.384,5.37083e-05,0.0078031375,8.60267,61.5024,0.1636762939806324
SpMV,15000,15000,1e-05,0.0624995,0.48,9.3129745e-06,0.00236215,3.2213,51.5414,32,2.27,0.114070325,24.0,1.112,24.0468,288.384,6.877122499999999e-05,0.010623585,9.5970425,68.73525,0.1354196395367394
SpMV,60000,60000,1e-05,0.0624999,1.92,1.42779265e-05,0.00381869,8.4046,134.4736,32,2.27,0.130325475,24.0,1.112,24.0468,288.384,0.00100562445,0.1559855249999999,14.5616175,106.5183,0.0141980701642646
SpMV,75000,75000,1e-05,0.0624999,2.4,1.6082511e-05,0.0042704,9.3269,149.2307,32,2.27,0.132050975,24.0,1.112,24.0468,288.384,0.00165458895,0.2404842525,15.4422425,114.4165,0.0097199434336848
SpMV,100000,100000,1e-05,0.0624999,3.2,1.91173475e-05,0.00514519,10.4617,167.3874,32,2.27,1.14522798,24.0,1.112,24.0468,288.384,0.00216427724,0.37476802,29.465081999999995,104.07284,0.0088331324410175
SpMV,125000,156250,1e-05,0.0714285,4.375,2.7549481e-05,0.00744023,11.3432,158.8053,32,2.27,0.137351625,24.0,1.112,24.0468,288.384,0.004538456375,0.7740458499999999,17.836535,129.11974999999998,0.006070231533293
SpMV,150000,225000,1e-05,0.0789473,5.7,3.42903335e-05,0.00952534,13.1232,166.2277,32,2.27,0.140066075,24.0,1.112,24.0468,288.384,0.0065657149,1.1015155,18.182405,127.472,0.0052226351619379
SpMV,200000,400000,1e-05,0.090909,8.8,4.28954795e-05,0.012475,18.65,205.1499,32,2.27,1.2159124,24.0,1.112,24.0468,288.384,0.01039396684,1.6773150600000002,33.65654,109.00374,0.0041269594333244
SpMV,250000,625000,1e-05,0.1,12.5,6.19838005e-05,0.0181556,20.1666,201.6657,32,2.27,0.14709225,24.0,1.112,24.0468,288.384,0.0192904462,3.16662815,19.892,135.832,0.0032131864580716
SpMV,300000,900000,1e-05,0.107143,16.8,7.29799315e-05,0.0218525,24.6643,230.2003,32,2.27,0.1493395,24.0,1.112,24.0468,288.384,0.028521241,4.60670085,19.666825,132.86950000000002,0.0025587922874744
SpMV,400000,1600000,1e-05,0.117647,27.2,0.000118329378,0.0353882,27.0432,229.8669,32,2.27,1.5647805,24.0,1.112,24.0468,288.384,0.003957745,0.6871819499999999,41.52065,113.058375,0.0298981814139112
SpMV,500000,2500000,1e-05,0.125,40.0,0.000200886914,0.0593756,24.8896,199.117,32,2.27,0.150801,24.0,1.112,24.0468,288.384,0.0075498303333333,1.306483,22.117966666666664,147.1326666666667,0.0266081362269907
SpMV,1000000,10000000,1e-05,0.142857,140.0,0.00396036144,1.05278,5.05,35.3503,32,2.27,0.1577266666666666,24.0,1.112,24.0468,288.384,0.0355828526666666,5.981133666666666,22.355166666666666,142.32033333333334,0.1112997172289671
SpMV,2000000,40000000,1e-05,0.153846,520.0,0.0144947974,3.72136,5.5192,35.8749,32,2.27,0.1595675,24.0,1.112,24.0468,288.384,0.01774859,3.1313435000000003,23.968400000000003,150.17149999999998,0.8166731779820255
SpMV,5000000,250000000,1e-05,0.16129,3100.0,0.0848939513,22.4966,5.8897,36.5161,32,2.27,0.16129,24.0,1.112,24.0468,288.384,0.022162,3.75052,22.5611,139.879,3.830608758234817
SpMV,10000000,1000000000,1e-05,0.163934,12200.0,0.332111263,89.1753,6.0221,36.7347,32,2.27,0.163934,24.0,1.112,24.0468,288.384,0.0806244,14.0544,24.8064,151.319,4.119240118376075
FFT,16384,0,0.0,4.37473,0.2622,3.39441582e-05,0.00901974,33.7873,7.7233,32,2.27,684.852365,24.0,1.112,24.0468,288.384,22.46497263455,2808.49680271,110.55435,2.9672695,1.5109815067299743e-06
FFT,24000,0,0.0,4.54692,0.384,4.1689954e-05,0.0112082,41.8827,9.2112,32,2.27,4.54692,24.0,1.112,24.0468,288.384,4.41078e-05,0.00392824,39.5868,8.7063,0.9451832555693098
FFT,32768,0,0.0,4.68736,0.5243,4.10312537e-05,0.0111911,59.8958,12.7782,32,2.27,4.68736,24.0,1.112,24.0468,288.384,5.31416e-05,0.00544762,46.2462,9.86616,0.7721117486112575
